Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,IL,2014,6,Male,11,Left-Handed,150,23,148,1,Car,10,0.468,48,Football (American),1000,1000,1000,1000,11,5,23,Same length,95,100,Ring finger,July,Summer,No,Yes,Meat,Powdered drink,Physical education,7,7,6,Yes - dial-up connection,Text messaging,20,25,98,9,0,9,87,3,3,3,3,6,57,33,None,Graduate degree,Country,Freeze time,Famous,Teacher,"Wildlife, animals"
USA,IL,2019,10,Female,16,Right-Handed,160,23.8,163,2,Car,7,0.513,44,Soccer,1000,999,500,1000,20,1000,23.8,Same length,60,65,Ring finger,May,Summer,No,No,Seafood,Water,Physical education,8,6,6,Yes - other,Internet chat or instant messaging,150,148,10,,,,,,,,,,,,,,,,,,
USA,AZ,2015,4,Male,17,Right-Handed,173,25,176,1,Car,45,0.343,32,Other,856,599,513,364,513,604,25,Same length,77,82,Index finger,September,Winter,No,Yes,Pizza/Pasta,Water,Social studies,4,11,3,Yes - broadband connection,Text messaging,50,50,20,1,10,5,3,10,10,10,20,5,0,3,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Friend,Health
USA,NY,2021,12,Male,18,Left-Handed,165,25.7,,2,Bus,40,0.355,37,Other,583,642,583,497,663,1000,25.7,Same length,,,Ring finger,May,Winter,No,No,Pizza/Pasta,Tea,History,6,12,4,Yes - broadband connection,Text messaging,55,60,2hrs,8mins,2hr,6hrs,6hrs,7hrs,14hrs,20hrs,3hrs,1hr,0,20hrs,Very little,Graduate degree,Rock and roll,Freeze time,Rich,Actor,International aid
USA,WI,2016,7,Female,13,Ambidextrous,166,28,160,1,Car,6,0.426,42,Basketball,900,80,80,70,1000,1000,25,Right foot,9,7,Index finger,February,Summer,No,No,Desserts,Water,Physical education,8,10,3,Yes - broadband connection,Cell phone,51,50,6,1,7,2,8,3,5,2,2,9,4,6,Some,Graduate degree,Country,Telepathy,Happy,Friend,"Wildlife, animals"
USA,IN,2016,12,Male,17,Right-Handed,172,27,177,1,Walk,10,0.775,48,Football (American),500,670,500,700,1000,1000,27,Same length,90,75,Index finger,May,Summer,No,No,Seafood,Juice,Computers and technology,7,10,4,Yes - broadband connection,In person,30,30,10,1,5,10,1,15,1,2,15,15,0,3,Some,Graduate degree,Pop,Freeze time,Happy,Relative,"Wildlife, animals"
USA,NC,2013,9,Female,14,Right-Handed,160,,,1,Car,5,2.168,96,Baseball/Softball,471,1000,615,738,1000,1000,,,,,,November,Fall,No,No,Seafood,Energy drink,English,6,11,7,No internet connection,"Myspace, Facebook, other social networking sites, or blog",243,250,10,0,4,5,0,0,20,30,10,35,0,5,Very little,High school,Country,Telepathy,Famous,Musician or singer,Health
USA,KS,2019,12,Female,18,Right-Handed,172,23,171,1,Car,3,0.7,52,Dancing,800,800,800,800,800,800,23,Same length,64,67,Ring finger,August,Summer,Yes,No,Fruit,Water,Art,5,10,3,Yes - other,In person,75,78,10,0,30,2,0,0,30,30,30,0,9,2,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Relative,Health
USA,PA,2019,12,Female,17,Right-Handed,154,21,152,1,Car,15,0.428,42,Other,700,900,1000,900,500,700,21,Same length,70,60,Index finger,March,Fall,Yes,Yes,Other,Water,Physical education,7 1/2,9,4,Yes - other,Text messaging,,,100,100,100,100,120,0,50,100,50,25,0,50,A lot,Other,Pop,Super strength,Happy,Relative,"Wildlife, animals"
USA,MA,2016,12,Male,18,Right-Handed,183,26,180,1,Car,3,0.351,45,Hockey (Ice),100,500,500,700,950,1000,26,Same length,75,65,Index finger,June,Summer,Yes,No,Meat,Sports drink,Physical education,7,9,3,Yes - other,Text messaging,100,100,5,1,1,3,7,1,10,20,30,15,5,1,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,"Wildlife, animals"
USA,IN,2016,10,Female,16,Right-Handed,173,25,173,2,Car,5,0.31,30,Baseball/Softball,802,508,278,508,214,701,25,Same length,90,90,Same length,October,Fall,No,No,Pizza/Pasta,Water,Science,6,10,4,Yes - broadband connection,Cell phone,5,20,20,0,10,2,10,1,4,2,5,10,0,0,A lot,Graduate degree,Pop,Invisibility,Happy,Friend,International aid
USA,MA,2018,12,Male,17,Right-Handed,193,29,184,1,Car,15,0.729,47,Tennis,80,60,100,70,20,85,30,Left foot,80,80,Same length,April,Winter,Yes,No,Meat,Water,Other,4,7,3,Yes - broadband connection,In person,3,3,0,0.06,5,0,2,0,4,0,72,0,0,0,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Other,"Wildlife, animals"
USA,NY,2022,12,Male,17,Right-Handed,178,26.7,184,2,Rail (Train/Tram/Subway),50,0.432,57,Cycling,487,561,561,647,1000,1000,26,Right foot,100,105,Ring finger,October,Winter,Yes,No,Seafood,Water,Science,6,5,4,Yes - broadband connection,In person,30,300,21,5,7,7,14,20,20,20,30,14,5,3,Some,Graduate degree,Rap/Hip hop,Super strength,Famous,Actor,Health
USA,OR,2024,7,Female,12,Right-Handed,141,19,137,2,Car,5,0.377,47,Bowling,990,890,100,300,50,500,20,Left foot,70,60,Index finger,August,Summer,No,No,Pizza/Pasta,Water,Science,8,10,6,Yes - broadband connection,Text messaging,5,2,5,2,0,8,1,10,10,1,17,0,0,1,A lot,Graduate degree,Jazz,Fly,Rich,Actor,Health
USA,OR,2024,7,Female,12,Right-Handed,62,25,163,1,Car,5,0.364,43,Soccer,1000,850,950,900,80,450,24,Right foot,8,8,Same length,August,Fall,No,No,No favorite,Water,History,11,11,4,Yes - other,Text messaging,40,50,10,1,5,10,25,0,0,9,14,14,0,5,Some,Undergraduate degree,Pop,Fly,Happy,Relative,International aid
USA,CA,2021,12,Male,34,Right-Handed,193,30,194,1,Car,10,0.328,34,Football (American),818,209,363,342,460,775,29,Right foot,81,85,Ring finger,May,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,8,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",3,4,3,0.5,0,42,6,0,5,0.5,25,6,40,6,Very little,Graduate degree,Heavy metal,Freeze time,Happy,Relative,Education/Youth development
USA,MA,2017,6,Male,12,Right-Handed,155,22,155,1,Walk,4,0.401,52,Baseball/Softball,572,1000,535,620,198,283,24,Left foot,70,60,Index finger,September,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,9,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2017,12,Female,17,Left-Handed,177,23,167,1,Car,15,0.41,33,Soccer,877,450,369,877,203,561,24,Left foot,75,70,Index finger,October,Spring,No,No,Rice/Noodle dishes,Water,History,7,10,4,Yes - broadband connection,In person,10,10,2,1,10,12,0,2,4,2,14,14,0,5,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,Environment
USA,NE,2016,4,Female,25,Right-Handed,163,23,165,1,Car,30,0.816,51,Other,700,900,600,600,900,900,23,Same length,70,70,Same length,March,Summer,Yes,No,Desserts,Juice,Mathematics and statistics,6,6,3,Yes - broadband connection,Cell phone,4,5,1,7,2,34,1,0,14,4,80,21,45,28,Very little,Graduate degree,Country,Freeze time,Happy,Relative,Health
USA,MI,2019,9,Female,14,Right-Handed,64,26,161,1,Car,35,0.384,34,Other,500,600,700,800,20,800,27,Left foot,80,60,Index finger,July,Fall,No,No,Poultry,Water,Mathematics and statistics,7,4,2,Yes - other,Telephone,50ish,100,8,5,100,2,20,1,1,30,,,,2,,,,,,,
USA,NC,2013,6,Male,11,Ambidextrous,142,23,146,1,Car,3,0.505,54,Football (American),487,615,791,321,620,754,23,Same length,70,60,Index finger,August,Summer,Yes,No,Poultry,Tea,,,5,4,Yes - broadband connection,Text messaging,3,2,48,2,2,50,40,12,0,3,0,8,2,2,Some,Graduate degree,Country,Super strength,Healthy,Relative,Religious
USA,CA,2018,12,Female,17,Left-Handed,52,8,12,2,Walk,20,0.446,46,Dancing,12,45,32,12,16,38,40,Same length,30,40,Ring finger,February,Fall,No,No,Pizza/Pasta,Water,Mathematics and statistics,6,9,4,Yes - broadband connection,Cell phone,90,60,2,1,1,1,0,0,0,2,2,2,4,2,Some,Graduate degree,Rap/Hip hop,Super strength,Healthy,,Religious
USA,CA,2016,12,Male,17,Right-Handed,158,27,158,2,Car,7,,,Dancing,1000,1000,1000,1000,1000,1000,27,Same length,90,80,Index finger,February,Winter,No,No,Pizza/Pasta,Water,English,5,14,6,Yes - other,Text messaging,20,35,50,20,40,30,15,30,50,60,60,15,0,25,A lot,Graduate degree,Pop,Fly,Happy,Musician or singer,International aid
USA,PA,2023,11,Male,17,Right-Handed,177.8,28.1,,1,Car,8,0.391,71,Basketball,139,236,150,503,1000,1000,27.9,Right foot,11,9,Index finger,October,Summer,Yes,No,Meat,Water,Physical education,5,8,3,Yes - broadband connection,Internet chat or instant messaging,100,100,24,5,1,10,10,2,5,3,5,12,0,2,Very little,Some college,Rap/Hip hop,Freeze time,Rich,Sports person,Health
USA,LA,2021,8,Female,12,Right-Handed,160,25,80,2,Car,15,2,4,Soccer,400,500,400,200,600,700,25,Same length,101,101,Same length,December,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,6,5,3,Yes - other,Cell phone,50,60,2,1,<1,1,3,2,<1,4,2,1,<1,<1,Some,Graduate degree,Other,Invisibility,Rich,Teacher,"Wildlife, animals"
USA,NJ,2021,9,Female,14,Right-Handed,157,23.5,155,1,Car,5,31402,37,Dancing,999,999,999,999,999,999,22,Right foot,4,3,Index finger,June,Fall,Yes,No,Pizza/Pasta,Tea,Mathematics and statistics,6,10,5,Yes - broadband connection,Internet chat or instant messaging,25,10,48,12,8,8,5,12,12,48,48,2,0,3,Some,Some college,Pop,Invisibility,Rich,Actor,"Wildlife, animals"
USA,RI,2013,6,Male,12,Right-Handed,161,25,165,1,Car,5,0.37,62,Martial Arts,770,781,770,957,722,583,25,Same length,95,80,Ring finger,December,Winter,Yes,No,Other,Water,History,9,10,4,Yes - broadband connection,Internet chat or instant messaging,5,5,5,0,5,14,5,3,3,3,5,5,0,2,Some,Graduate degree,Pop,Fly,Rich,Relative,Religious
USA,TX,2012,8,Male,13,Right-Handed,181,25,171,1,Walk,5,0.436,45,Basketball,650,700,750,750,700,750,25,,80,70,Ring finger,August,Fall,No,No,Meat,Water,Physical education,8,10,4,Yes - broadband connection,Text messaging,180,190,8,1,5,5,16,6,4,15,7,5,4,8,Some,Undergraduate degree,Rap/Hip hop,Freeze time,Happy,Coach or club leader,Health
USA,NY,2019,12,Male,18,Right-Handed,190,28,194.5,2,Rail (Train/Tram/Subway),42,0.717,74,Martial Arts,10000,10000,10000,10000,10,200,28,Same length,110,115,Index finger,June,Spring,No,No,Meat,Water,Science,8,9,5,Yes - broadband connection,In person,76,76,2,2,2,2,2,2,2,2,2,2,2,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Teacher,Health
USA,CA,2020,12,Female,16,Right-Handed,163,23.2,80,2,Car,40,0.572,39,Dancing,1000,800,800,800,800,900,23.2,Same length,50,47,Index finger,September,Summer,No,No,Pizza/Pasta,Water,Science,6-7,6-7,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",6,6,7-8,8-9,8,9-10,0,0,40,14,10,7,0,5,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Relative,International aid
USA,CA,2019,12,Female,16,Right-Handed,134.9,24.13,176,1,Car,4,0.425,38,Swimming,508,187,674,775,369,610,23.62,Right foot,95,95,Same length,September,Summer,No,No,Fruit,Water,English,8,6,5,Yes - broadband connection,Other,40,25,4,20,5,2,12.5,0,15,13,35,14,4,1,Some,Undergraduate degree,Rock and roll,Fly,Happy,Relative,Education/Youth development
USA,NY,2015,12,Female,17,Right-Handed,159,24,160,1,Car,15,0.474,43,Walking/Hiking,743,610,578,679,711,631,23,Right foot,6.4,6.1,Index finger,,Spring,Yes,No,Fruit,Water,Music,6,10,4,Yes - broadband connection,In person,100,100,12,1,15,4,1,0,10,2,20,15,9,4,A lot,Undergraduate degree,Other,Fly,Happy,Other,Environment
USA,OH,2011,12,Female,17,Left-Handed,163,24,168,1,Car,5,0.775,50,Dancing,800,700,900,,500,800,24,Same length,60,80,Ring finger,December,Fall,Yes,Yes,Rice/Noodle dishes,Water,Music,5,12,4,Yes - broadband connection,In person,0,0,8,1,2,1.5,0,0,16,3,24,4,0,2,A lot,Undergraduate degree,Rock and roll,Fly,Happy,Musician or singer,"Wildlife, animals"
USA,NC,2024,12,Female,17,Right-Handed,160,21,147,1,Car,5,0.332,48,Other,818,711,1000,1000,43,620,21,Same length,6.5,6.5,Same length,July,Summer,Yes,No,Pizza/Pasta,Water,History,7,7,3,Yes - other,Text messaging,20,25,8,4,1,10,3,0,0,7,6,2,4,5,Some,Undergraduate degree,Rap/Hip hop,,Happy,Relative,Religious
USA,CA,2015,5,Male,11,Ambidextrous,157,24,155,1,Car,8,0.389,42,Lacrosse,684,807,1000,683,0,384,25,Left foot,71,68,Index finger,January,Summer,Yes,No,Meat,Water,Mathematics and statistics,7,8,3,Yes - broadband connection,Text messaging,1,1,18,1,2,2,8,0.5,0.25,1,1.5,0,0,0.5,Some,Other,Country,Fly,Rich,Sports person,"Wildlife, animals"
USA,IN,2012,12,Male,17,Right-Handed,172,10,22,1,Bus,15,1.01,37,Football (American),150,150,200,,100,100,10,Right foot,4.5,8.5,Ring finger,February,Summer,Yes,No,Pizza/Pasta,Water,,7,5,6,Yes - broadband connection,E-mail,0,0,1,1,1,5,1,1,1,1,1,1,1,1,Very little,High school,Rap/Hip hop,Fly,Rich,Relative,Religious
USA,MO,2018,12,Male,17,Right-Handed,182,28,189,1,Walk,2,0.294,41,Baseball/Softball,500,805,620,754,445,440,27.5,Right foot,7.5,8,Ring finger,March,Summer,No,No,Meat,Water,History,7.5,8,5,Yes - broadband connection,In person,10,18,12,0.5,7.5,2,12,0,6,1,2,5,0,0,Some,Undergraduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health
USA,WA,2022,11,Male,17,Right-Handed,177,25,167.5,1,Car,10,0.557,52,Football (American),0,0,433,1000,0,1000,25,Same length,72,75,Ring finger,August,Summer,No,No,Meat,Water,History,6-8,10-12,4,Yes - broadband connection,Cell phone,30-50,40-60,12,1,1,24,8-10,30,0,4,34,1,35-40,3,Some,Other,Rap/Hip hop,Super strength,Rich,Sports person,Other
USA,NJ,2012,12,Female,17,Right-Handed,171,23,166,1,Walk,3,0.499,39,Soccer,750,1000,200,200,1000,1000,24,Left foot,69,69,Same length,June,Summer,Yes,No,Pizza/Pasta,Sports drink,Mathematics and statistics,7.5,6,5,Yes - broadband connection,Text messaging,110,110,11,1,18,0,18,1,2,8,21,0,0,0,A lot,Graduate degree,Techno/Electronic,Telepathy,Happy,Coach or club leader,Health
USA,KS,2014,12,Female,17,Right-Handed,152.4,24,130,2,Car,5,0.324,36,Dancing,800,800,200,200,200,1000,25,Left foot,73,74,Ring finger,September,Fall,No,Yes,No favorite,Water,Music,5,10,3,Yes - broadband connection,Text messaging,100,120,10,0,20,10,5,0,0,10,30,40,0,15,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Other,International aid
USA,TX,2018,6,Female,11,Left-Handed,139,24,159,1,Car,25,0.395,37,Other,1000,500,600,800,1000,1000,24,Same length,65,70,Ring finger,March,Fall,No,No,Pizza/Pasta,Water,Music,8,10,9,Yes - other,In person,0,0,34,2,4,30,2,0,5,0,50,10,1,7,Some,Graduate degree,Rock and roll,Telepathy,Famous,Actor,"Wildlife, animals"
USA,MA,2015,12,Female,18,Right-Handed,,,,2,Walk,15,0.472,60,Athletics,300,300,0,800,0,800,,,,,Ring finger,February,Fall,Yes,No,Pizza/Pasta,Water,Science,5,9,5,Yes - broadband connection,Text messaging,30,30,0,1,0,3,0,0,15,15,30,20,0,30,A lot,Some college,Other,Telepathy,Happy,Relative,International aid
USA,WA,2019,12,Male,17,Right-Handed,177.8,28,188,1,Car,2,0.3,,Football (American),,,,,,,10.2,Same length,90,95,Ring finger,April,Summer,Yes,No,Meat,Water,Social studies,7,8,3,Yes - broadband connection,Text messaging,20,50,,,,,,,,,,,,,A lot,Graduate degree,Rap/Hip hop,Freeze time,Rich,Relative,Health
USA,IN,2018,7,Male,12,Right-Handed,175,27,168,1,Car,25,0.679,47,Rowing,1000,567,786,684,770,583,28,Left foot,103,114,Ring finger,May,Fall,Yes,No,Seafood,Juice,Science,10,5,3,Yes - broadband connection,In person,15,17,12,14,14,8,23,24,1,8,21,15,8,20,A lot,Graduate degree,Punk rock,Freeze time,Happy,Business person,"Wildlife, animals"
USA,ID,2022,12,Female,17,Right-Handed,179,26,171,1,Car,2,0.419,42,Tennis,700,500,600,700,800,900,26,Same length,100,92,Index finger,February,Fall,No,No,Pizza/Pasta,Coffee,Other,7,9,3,Yes - broadband connection,Cell phone,50,70,10,1,1,15,20,0,17,2,40,10,20,1,Some,Graduate degree,Country,Fly,Famous,Relative,"Wildlife, animals"
USA,TX,2017,12,Male,17,Right-Handed,180.3,26.7,75,2,Bus,13,0.343,0.39,Running/Jogging,0,900,500,1000,700,800,26.7,Same length,70,75,Ring finger,May,Spring,No,No,Poultry,Water,History,6,9,4,Yes - broadband connection,Text messaging,500,600,47,1,8,20,11,5,10,,,,,,,,,,,,
USA,NY,2020,12,Male,17,Right-Handed,183,28,180,1,Bus,45,0.334,33,Athletics,1000,797,701,840,652,984,28,Same length,82,85,Ring finger,August,Fall,No,No,Seafood,Water,Social studies,8,9,3,Yes - broadband connection,Internet chat or instant messaging,5,5,4,3,18,4,2,5,3,2,12,2,0,4,A lot,Graduate degree,Other,Freeze time,Happy,Relative,Environment
USA,IL,2018,12,Male,17,Right-Handed,172,26,173,1,Walk,2,0.431,33,Golf,800,700,650,900,300,800,27,Left foot,80,75,Index finger,July,Fall,No,No,No favorite,Water,Geography,7.5,9,2,Yes - broadband connection,Text messaging,50,50,10,1,10,8,14,12,15,8,4,20,6,4,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,Health
USA,NC,2018,11,Female,16,Right-Handed,170,24,173,1,Car,5,0.694,47,Basketball,,,,,,,24,Same length,85,75,Index finger,May,Winter,No,No,Poultry,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,9,12,1,15,115,15,0,70,20,100,20,26,5,A lot,Graduate degree,Other,Fly,Happy,Relative,Health
USA,AL,2012,6,Male,12,Ambidextrous,154,24,152,2,Car,5,0.319,61,Hockey (Ice),412,604,770,,1000,1000,24,Same length,75,80,Ring finger,June,Winter,No,No,No favorite,Sports drink,Physical education,,8,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",6,7,104,20,,,,,,,,,,,,,,,,,
USA,CA,2013,12,Female,17,Right-Handed,170,24.6,168,2,Car,2,0.4,50,Baseball/Softball,500,600,1000,800,600,600,24,Right foot,74,6,Ring finger,July,Fall,Yes,No,Meat,Water,Mathematics and statistics,6.5,8,3,Yes - other,Text messaging,300,305,1,2,5,1,5,0,2,3,1,0,30,6,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,,Health
USA,IA,2023,12,Male,18,Right-Handed,180,27,180,1,Car,7,0.369,37,Swimming,813,813,503,503,818,818,27,Same length,73,69,Index finger,July,Spring,No,No,Meat,Soft drink (caffeinated),Mathematics and statistics,7.5,10,3,Yes - broadband connection,Text messaging,5,5,2,1,10,6,10,6,15,4,2,4,0,5,Some,Undergraduate degree,Rock and roll,Fly,Happy,Sports person,Environment
USA,NJ,2017,12,Female,17,Right-Handed,5.6,24,167,1,Car,13,0.44,39,Lacrosse,481,219,332,326,487,717,23,Right foot,100,75,Index finger,January,Fall,No,No,Pizza/Pasta,Water,English,5,8,5,Yes - other,Text messaging,500,1000,30,5,50,12,2,0,10,100,35,20,12,5,A lot,Graduate degree,Pop,Telepathy,Happy,Religious figure,Education/Youth development
USA,IA,2012,12,Female,17,Right-Handed,160,23,155,3,Car,3,0.465,46,Other,100,200,150,155,145,160,23,Same length,6,6.5,Ring finger,October,Summer,Yes,No,No favorite,Juice,Other,6,12,5,Yes - broadband connection,Text messaging,100,150,8,11,10,4,48,0,2,150,56,5,40,1,Some,Some college,Country,Invisibility,Healthy,Relative,Health
USA,NC,2021,12,Male,15,Right-Handed,165,18,164,3,Bus,10,0.444,50,Tennis,895,845,875,806,503,905,20,Left foot,58,63,Ring finger,March,Summer,No,Yes,Vegetables,Water,Mathematics and statistics,6,10,4,Yes - broadband connection,Text messaging,5,5,1,1,10,1,1,1,1,1,50,2,0,5,A lot,Graduate degree,Rock and roll,Freeze time,Rich,Relative,Health
USA,OR,2024,7,Female,13,Right-Handed,,,,1,Car,10,0.29,43,Other,4,3,5,3,1,1,9.5,Same length,70,70,Same length,December,Summer,No,No,No favorite,Water,Other,10,8,3,Yes - other,Text messaging,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,A lot,Other,Reggae,Fly,Rich,Other,Health
USA,IL,2016,9,Female,15,Ambidextrous,167,22,150,1,Car,10,,0.457,Lacrosse,600,700,800,600,200,300,22,Same length,80,90,Ring finger,April,Summer,No,No,Pizza/Pasta,Water,English,6,10,5,Yes - broadband connection,Text messaging,25,25,10,4,15,3,10,1,3,12,18,3,1,3,A lot,Graduate degree,Pop,Telepathy,Rich,Relative,International aid
USA,VA,2018,12,Female,17,Right-Handed,22.86,152.4,157.5,1,Car,23,0.564,36,Dancing,492,947,941,727,166,503,24.13,Left foot,76.2,72.5,Index finger,April,Winter,No,No,Fruit,Water,Other,7,8,6,Yes - other,In person,103,300,30,20,3,3,2,0,70,60,70,18,20,30,Very little,Graduate degree,Other,Fly,Happy,Relative,Education/Youth development
USA,NC,2021,12,Female,18,Right-Handed,5'4,23.4,,2,Car,13,115,54,Swimming,20,100,70,100,0,100,24,Left foot,80,70,Index finger,December,Winter,No,No,Poultry,Water,Science,6,10,5,Yes - broadband connection,Text messaging,250,400,1,2,3,10,1,0,10,10,20,2,40,10,A lot,Some college,Rhythm and blues (R&B),Telepathy,Happy,Business person,Health
USA,OH,2020,12,Male,18,Ambidextrous,175.2,26.67,180.3,1,Car,6,0.39,50,Football (American),749,487,316,636,53,182,26.67,Same length,7,7.5,Ring finger,October,Fall,Yes,No,Meat,Juice,Mathematics and statistics,6,7,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",231,"1,070",20,7,12,7,3,20,56,30,70,14,20,7,A lot,Graduate degree,Rap/Hip hop,Freeze time,Rich,Relative,Health
USA,TX,2024,12,Male,17,Right-Handed,172cm,31cm,165cm,4,Bus,13,0.371,36,Running/Jogging,717,722,1000,695,0,500,,Left foot,80,80,Same length,November,Winter,No,No,No favorite,Tea,History,7,3,9,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",,,10,0,0,5-15,4,0,0,1,4,4,5,0,Some,Graduate degree,Rap/Hip hop,,Healthy,Relative,"Wildlife, animals"
USA,NC,2023,4,Female,16,Right-Handed,163,26,169,1,Car,17,0.327,47,Tennis,950,800,670,700,200,800,25,Right foot,70,83,Ring finger,December,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,6,9,4,Yes - broadband connection,Text messaging,203,181,,0.5,5,3,6,,39,22,,,,0.7,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Musician or singer,Health
USA,CA,2023,12,Male,17,Right-Handed,185,28.4,187,2,Car,25,0.37,36,Tennis,900,700,500,700,600,1000,28,Right foot,85,80,Index finger,July,Summer,Yes,No,Poultry,Water,Art,7,8,1,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",100,300,4,4,7,3,4,0,6,6,10,0,0,2,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Environment
USA,CA,2017,12,Male,16,Right-Handed,188,28,175,2,Car,13,0.443,36,Soccer,1000,1000,1000,1000,1000,1000,29,Left foot,8,8,Same length,October,Summer,Yes,No,No favorite,Water,Mathematics and statistics,7,10,4,Yes - broadband connection,In person,3,7,5,0.2,35,4.5,1,0.5,0,0.1,20,0,0,1,A lot,Graduate degree,Jazz,Telepathy,Happy,Relative,Environment
USA,CA,2024,12,Female,18,Right-Handed,170,24,164,2,Car,8,0.351,37,Dancing,900,950,900,1000,700,850,22,Right foot,68,68,Same length,September,Fall,No,No,Fruit,Juice,Social studies,6,8,6,Yes - broadband connection,In person,12,20,1,0,5,4,0,0,3.5,2,7,0,15,2,Some,Undergraduate degree,Other,Freeze time,Healthy,Relative,Education/Youth development
USA,FL,2020,12,Female,17,Right-Handed,163,25,124,2,Car,30,0.446,39,Dancing,500,500,700,500,900,1000,24.3,Right foot,8.89,9,Ring finger,January,Winter,No,No,Pizza/Pasta,Water,History,6,8,4,Yes - broadband connection,Text messaging,50,50,3,3,8,1,0,0,12,9,25,0,14,3,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Religious figure,Health
USA,NC,2023,12,Male,17,Left-Handed,177,24.5,177,1,Car,15,0.332,39,Football (American),352,765,356,345,245,964,26,Left foot,6.5,7,Ring finger,July,Fall,Yes,No,Meat,Energy drink,Physical education,7,5,3,Yes - broadband connection,Text messaging,500,1000,8,80,0,100,60,6,30,8,100,10,50,15,A lot,Some college,Country,Super strength,Rich,Sports person,"Arts, culture, sports"
USA,TN,2020,6,Male,11,Right-Handed,156.2,25.4,165,3,Car,10,0.705,44,Lacrosse,1000,1000,1000,1000,500,950,25.5,Left foot,76.2,88.9,Ring finger,March,Summer,Yes,No,Meat,Soft drink (caffeinated),History,5,9,5,Yes - broadband connection,Text messaging,86,90,2,1,5,10,P,,,,,,,,,,,,,,
USA,RI,2013,6,Male,12,Right-Handed,12,232,150,2,Walk,54,552,70,None,,,,,,,21,,26,25,Index finger,April,Summer,No,No,Other,Energy drink,Music,5,3,3,No internet connection,Other,0,0,,,,,,,,,,,,,Some,Some college,,,,,
USA,OH,2021,12,Female,17,Right-Handed,162,23,174,1,Car,22,0.417,34,Soccer,1000,877,882,727,417,417,23,Same length,65,75,Ring finger,November,Fall,No,No,Fruit,Water,Mathematics and statistics,6,7,5,Yes - broadband connection,Text messaging,200,150,35,10,10,2,1,0,3,7,70,1,25,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Business person,Environment
USA,NC,2017,11,Male,15,Right-Handed,177,32,61,1,Car,30,0.403,65,Football (American),50,50,50,50,50,75,31,Right foot,48,59,Ring finger,December,Summer,No,No,Meat,Milk,Physical education,8,9,4,Yes - broadband connection,In person,20,20,10,2,10,8,13,2,2,8,2,5,0,2,Some,Some college,Rock and roll,Invisibility,Healthy,Sports person,Health
